metagenome	level 1	level 2	level 3	function	abundance	avg eValue	avg %ident	# proteins	
4441681.3	Stress Response	Oxidative stress	Regulation of Oxidative Stress Response	Superoxide dismutase [Fe] (EC 1.15.1.1)	22	-10.8235	97.9841	3	
4441681.3	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Resistance to fluoroquinolones	DNA gyrase subunit A (EC 5.99.1.3)	159	-7.984	95.2343	20	
4441681.3	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Resistance to fluoroquinolones	DNA gyrase subunit B (EC 5.99.1.3)	130	-7.88889	91.5884	16	
4441681.3	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Resistance to fluoroquinolones	Topoisomerase IV subunit A (EC 5.99.1.-)	69	-6.08929	93.1214	10	
4441681.3	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Resistance to fluoroquinolones	Topoisomerase IV subunit B (EC 5.99.1.-)	100	-9.6	95.4986	8	
4441681.3	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Resistance to Vancomycin	Vancomycin B-type resistance protein VanW	2	-0.5	71.82	2	
4441681.3	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Resistance to Vancomycin	Vancomycin resistance protein VanH	1	2	86.67	1	
4441681.3	Respiration	Electron donating reactions	Respiratory Complex I	chloroplast NADH dehydrogenase ND4	1	-14	100	1	
4441681.3	Respiration	Electron donating reactions	Respiratory Complex I	NADH dehydrogenase subunit 5	1	4	100	1	
4441681.3	Respiration	Electron donating reactions	Respiratory Complex I	NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3)	29	-6.5	91.7065	4	
4441681.3	Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)	33	-8.47826	98.0835	3	
4441681.3	Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3)	82	-9.78462	95.6634	4	
4441681.3	Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3)	82	-9.78462	95.4069	4	
4441681.3	Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3)	27	-8	93.94	2	
4441681.3	Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3)	77	-9.72727	95.3211	4	
4441681.3	Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3)	127	-8.15888	92.5537	7	
4441681.3	Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone oxidoreductase chain H (EC 1.6.5.3)	52	-8.2093	93.6526	4	
4441681.3	Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3)	18	-9.26667	97.0993	4	
4441681.3	Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3)	39	-7.13793	91.4045	3	
4441681.3	Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone oxidoreductase chain K (EC 1.6.5.3)	7	-5.71429	98.4414	2	
4441681.3	Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)	105	-8.59756	93.0357	4	
4441681.3	Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)	82	-8.93651	93.6678	4	
4441681.3	Respiration	Electron donating reactions	Respiratory Complex I	NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)	76	-7.17742	92.3908	5	
4441681.3	Respiration	Electron donating reactions	Respiratory dehydrogenases 1	Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	90	-7.22727	87.8961	1	
4441681.3	Respiration	Electron donating reactions	Respiratory dehydrogenases 1	D-amino acid dehydrogenase (EC 1.4.99.1) family protein in hydroxy-L-proline catabolic cluster	1	2	75	1	
4441681.3	Respiration	Electron donating reactions	Respiratory dehydrogenases 1	D-amino acid dehydrogenase small subunit (EC 1.4.99.1)	123	-7.54808	88.3133	10	
4441681.3	Respiration	Electron donating reactions	Respiratory dehydrogenases 1	D-Lactate dehydrogenase (EC 1.1.2.5)	10	-7.88889	88.0267	2	
4441681.3	Respiration	Electron donating reactions	Respiratory dehydrogenases 1	Glucose dehydrogenase, PQQ-dependent (EC 1.1.5.2)	15	-9.06667	87.6967	3	
4441681.3	Respiration	Electron donating reactions	Respiratory dehydrogenases 1	Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site	1	4	100	1	
4441681.3	Respiration	Electron donating reactions	Respiratory dehydrogenases 1	Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	1	-3	84	1	
4441681.3	Respiration	Electron donating reactions	Respiratory dehydrogenases 1	L-lactate dehydrogenase (EC 1.1.2.3)	55	-8.06818	94.7936	8	
4441681.3	Respiration	Electron donating reactions	Respiratory dehydrogenases 1	NADH dehydrogenase (EC 1.6.99.3)	4	-2.5	72.57	4	
4441681.3	Respiration	Electron donating reactions	Respiratory dehydrogenases 1	Proline dehydrogenase (EC 1.5.99.8) (Proline oxidase)	136	-6.79808	89.1005	8	
4441681.3	DNA Metabolism	Restriction-Modification System	-	Putative DNA-binding protein in cluster with Type I restriction-modification system	8	-8.85714	94.0086	2	
4441681.3	DNA Metabolism	Restriction-Modification System	-	Putative predicted metal-dependent hydrolase	5	-2	84.428	3	
4441681.3	DNA Metabolism	Restriction-Modification System	-	Type III restriction-modification system methylation subunit (EC 2.1.1.72)	7	-2.71429	72.94	7	
4441681.3	DNA Metabolism	Restriction-Modification System	-	Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)	41	-7.69231	90.2426	17	
4441681.3	DNA Metabolism	Restriction-Modification System	-	Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)	185	-7.77108	91.6156	31	
4441681.3	DNA Metabolism	Restriction-Modification System	-	Type I restriction-modification system, specificity subunit S (EC 3.1.21.3)	29	-4.06897	84.1169	19	
4441681.3	Cell Wall and Capsule	Capsular and extracellular polysacchrides	Rhamnose containing glycans	Alpha-L-Rha alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.-)	1	-6	58.82	1	
4441681.3	Cell Wall and Capsule	Capsular and extracellular polysacchrides	Rhamnose containing glycans	capsular polysaccharide biosynthesis protein	5	-10	90.68	2	
4441681.3	Cell Wall and Capsule	Capsular and extracellular polysacchrides	Rhamnose containing glycans	Capsular polysaccharide export system protein KpsC	1	1	61.54	1	
4441681.3	Cell Wall and Capsule	Capsular and extracellular polysacchrides	Rhamnose containing glycans	DNA for glycosyltransferase, lytic transglycosylase, dTDP-4-rhamnose reductase	1	-2	69.57	1	
4441681.3	Cell Wall and Capsule	Capsular and extracellular polysacchrides	Rhamnose containing glycans	dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)	3	-1.33333	81.5967	3	
4441681.3	Cell Wall and Capsule	Capsular and extracellular polysacchrides	Rhamnose containing glycans	dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)	3	-1.66667	92.4733	3	
4441681.3	Cell Wall and Capsule	Capsular and extracellular polysacchrides	Rhamnose containing glycans	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)	13	-9.2	90.019	8	
4441681.3	Cell Wall and Capsule	Capsular and extracellular polysacchrides	Rhamnose containing glycans	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)	22	-5.33333	84.9843	13	
4441681.3	Cell Wall and Capsule	Capsular and extracellular polysacchrides	Rhamnose containing glycans	Glycerol-3-phosphate cytidylyltransferase (EC 2.7.7.39)	1	-11	86.49	1	
4441681.3	Cell Wall and Capsule	Capsular and extracellular polysacchrides	Rhamnose containing glycans	UDP-glucose 4-epimerase (EC 5.1.3.2)	23	-4.42105	83.1774	12	
4441681.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism	3,4-dihydroxy-2-butanone 4-phosphate synthase	76	-8.37288	94.6429	8	
4441681.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism	5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)	25	-5.38095	87.169	6	
4441681.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.9)	32	-6.19231	97.1785	4	
4441681.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)	24	-5.8	86.944	5	
4441681.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism	FMN adenylyltransferase (EC 2.7.7.2)	65	-5.22642	86.2438	12	
4441681.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism	GTP cyclohydrolase II (EC 3.5.4.25)	107	-8.40964	94.1557	10	
4441681.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism	Pyrimidine deaminase archaeal predicted (EC 3.5.4.26)	2	0.5	81.665	2	
4441681.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism	Riboflavin kinase (EC 2.7.1.26)	65	-5.22642	86.2438	12	
4441681.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism	Riboflavin synthase alpha chain (EC 2.5.1.9)	37	-9.04762	95.1652	3	
4441681.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism	Substrate-specific component RibU of riboflavin ECF transporter	2	-2	64.64	2	
4441681.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	riboflavin to FAD	3,4-dihydroxy-2-butanone 4-phosphate synthase	76	-8.37288	94.6429	8	
4441681.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	riboflavin to FAD	FMN adenylyltransferase (EC 2.7.7.2)	65	-5.22642	86.2438	12	
4441681.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	riboflavin to FAD	Riboflavin kinase (EC 2.7.1.26)	65	-5.22642	86.2438	12	
4441681.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	riboflavin to FAD	Riboflavin synthase alpha chain (EC 2.5.1.9)	37	-9.04762	95.1652	3	
4441681.3	RNA Metabolism	RNA processing and modification	Ribonuclease H	Ribonuclease HI (EC 3.1.26.4)	57	-7.48	91.1374	5	
4441681.3	RNA Metabolism	RNA processing and modification	Ribonuclease H	Ribonuclease HII (EC 3.1.26.4)	17	-3.64706	81.9682	7	
4441681.3	RNA Metabolism	RNA processing and modification	Ribonuclease H	Ribonuclease HI-related protein	1	-5	72	1	
4441681.3	RNA Metabolism	RNA processing and modification	Ribonuclease H	Ribonuclease HI-related protein 3	1	-5	72	1	
4441681.3	Clustering-based subsystems	Ribonucleotide reductase cluster	-	Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)	103	-8.90411	94.3358	7	
4441681.3	Clustering-based subsystems	Ribonucleotide reductase cluster	-	Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)	33	-7.85714	94.5707	4	
4441681.3	Nucleosides and Nucleotides	Ribonucleotide reduction	-	Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)	103	-8.90411	94.3358	7	
4441681.3	Nucleosides and Nucleotides	Ribonucleotide reduction	-	Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)	33	-7.85714	94.5707	4	
4441681.3	Nucleosides and Nucleotides	Ribonucleotide reduction	-	Ribonucleotide reductase of class Ib (aerobic), alpha subunit (EC 1.17.4.1)	2	-2	92.31	2	
4441681.3	Nucleosides and Nucleotides	Ribonucleotide reduction	-	Ribonucleotide reductase of class Ib (aerobic), beta subunit (EC 1.17.4.1)	3	-5.33333	79.1733	2	
4441681.3	Nucleosides and Nucleotides	Ribonucleotide reduction	-	Ribonucleotide reductase of class III (anaerobic), activating protein (EC 1.97.1.4)	4	-4.5	71.005	4	
4441681.3	Nucleosides and Nucleotides	Ribonucleotide reduction	-	Ribonucleotide reductase of class III (anaerobic), large subunit (EC 1.17.4.2)	17	-7.35294	84.1729	12	
4441681.3	Nucleosides and Nucleotides	Ribonucleotide reduction	-	Ribonucleotide reductase transcriptional regulator NrdR	31	-6.18518	96.4604	8	
4441681.3	Protein Metabolism	Protein processing and modification	Ribosomal protein S12p Asp methylthiotransferase	MiaB family protein, possibly involved in tRNA or rRNA modification	4	0.25	71.4825	4	
4441681.3	Protein Metabolism	Protein processing and modification	Ribosomal protein S12p Asp methylthiotransferase	Ribosomal protein S12p Asp88 (E. coli) methylthiotransferase	38	-8.80645	94.6016	7	
4441681.3	Protein Metabolism	Protein processing and modification	Ribosomal protein S12p Asp methylthiotransferase	SSU ribosomal protein S12p (S23e)	14	-9.9	95.716	4	
4441681.3	Protein Metabolism	Protein processing and modification	Ribosomal protein S12p Asp methylthiotransferase	tRNA-i(6)A37 methylthiotransferase	78	-8.10938	93.037	12	
4441681.3	Protein Metabolism	Protein processing and modification	Ribosomal protein S5p acylation	Ribosomal-protein-S5p-alanine acetyltransferase	1	3	84.62	1	
4441681.3	Protein Metabolism	Protein processing and modification	Ribosomal protein S5p acylation	SSU ribosomal protein S5p (S2e)	30	-7.58333	93.0963	8	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome activity modulation	Ribosomal subunit interface protein	2	-2	71.43	2	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome activity modulation	Ribosome hibernation protein YhbH	21	-3.9375	90.2681	2	
4441681.3	RNA Metabolism	RNA processing and modification	Ribosome biogenesis archaeal	rRNA biogenesis protein Nop5/Nop56	1	2	75	1	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	16S rRNA processing protein RimM	40	-8.90323	90.45	5	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Dimethyladenosine transferase (EC 2.1.1.-)	33	-5.93333	87.472	7	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Inactive homolog of metal-dependent proteases, putative molecular chaperone	18	-3.35294	84.5288	4	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	LSU m3Psi1915 methyltransferase RlmH	24	-5.85714	93.4062	5	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	LSU m5C1962 methyltransferase RlmI	3	-3	63.8467	2	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribonuclease E (EC 3.1.26.12)	191	-6.56738	92.3138	5	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribonuclease M5 (EC 3.1.26.8)	1	-3	67.86	1	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribosomal large subunit pseudouridine synthase A (EC 4.2.1.70)	37	-8.11539	95.2527	2	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribosomal large subunit pseudouridine synthase C (EC 4.2.1.70)	58	-7.13636	91.205	5	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribosomal large subunit pseudouridine synthase D (EC 4.2.1.70)	26	-7.54545	86.5423	4	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribosomal protein L11 methyltransferase (EC 2.1.1.-)	57	-6.7907	90.6016	10	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribosomal-protein-L7p-serine acetyltransferase	1	1	92.86	1	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-)	11	-2.36364	83.3845	5	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribosomal-protein-S5p-alanine acetyltransferase	1	3	84.62	1	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribosomal protein S6 glutaminyl transferase	1	-2	67.86	1	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	RNA pseudouridylate synthase, group 1	3	-2.66667	75.4867	3	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Similar to ribosomal large subunit pseudouridine synthase D, Bacillus subtilis YjbO type	1	-1	65.52	1	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	tRNA (Guanine37-N1) -methyltransferase (EC 2.1.1.31)	43	-5.64706	92.0697	8	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU bacterial	LSU ribosomal protein L10p (P0)	33	-7.48276	95.7231	3	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU bacterial	LSU ribosomal protein L11p (L12e)	19	-7.46667	97.4007	5	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU bacterial	LSU ribosomal protein L13p (L13Ae)	29	-8	94.6991	7	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU bacterial	LSU ribosomal protein L14p (L23e)	10	-7.875	94.6687	4	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU bacterial	LSU ribosomal protein L15p (L27Ae)	25	-9.1579	95.3495	5	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU bacterial	LSU ribosomal protein L16p (L10e)	31	-10.5263	97.7695	6	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU bacterial	LSU ribosomal protein L17p	10	-8.14286	97.2871	3	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU bacterial	LSU ribosomal protein L18p (L5e)	18	-6.85714	91.6729	7	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU bacterial	LSU ribosomal protein L19p	27	-8.81818	93.9386	6	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU bacterial	LSU ribosomal protein L1p (L10Ae)	43	-8.93333	93.6407	5	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU bacterial	LSU ribosomal protein L20p	34	-7.33333	97.0479	4	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU bacterial	LSU ribosomal protein L21p	12	-10	98.014	2	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU bacterial	LSU ribosomal protein L22p (L17e)	27	-8.06667	96.6633	4	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU bacterial	LSU ribosomal protein L23p (L23Ae)	7	-11.1667	99.1867	2	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU bacterial	LSU ribosomal protein L24p (L26e)	32	-7	92.467	5	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU bacterial	LSU ribosomal protein L25p	49	-6.90698	88.4309	4	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU bacterial	LSU ribosomal protein L27p	5	-8	98.02	3	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU bacterial	LSU ribosomal protein L28p	8	-11.3333	96.88	2	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU bacterial	LSU ribosomal protein L29p (L35e)	13	-6.33333	95.9256	2	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU bacterial	LSU ribosomal protein L2p (L8e)	44	-8.34375	92.135	7	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU bacterial	LSU ribosomal protein L30p (L7e)	9	-6.66667	99.445	1	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU bacterial	LSU ribosomal protein L31p	23	-10.2667	95.896	3	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU bacterial	LSU ribosomal protein L32p	7	-5.83333	94.6833	3	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU bacterial	LSU ribosomal protein L33p	12	-7	93.17	4	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU bacterial	LSU ribosomal protein L34p	7	-6.6	97.692	2	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU bacterial	LSU ribosomal protein L35p	20	-10	95.6789	3	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU bacterial	LSU ribosomal protein L36p	7	-5.75	97.9175	3	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU bacterial	LSU ribosomal protein L3p (L3e)	53	-8.87805	94.9776	10	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU bacterial	LSU ribosomal protein L4p (L1e)	26	-6.85	91.4315	5	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU bacterial	LSU ribosomal protein L5p (L11e)	36	-9.56	96.9388	7	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU bacterial	LSU ribosomal protein L6p (L9e)	33	-8.35714	88.955	8	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU bacterial	LSU ribosomal protein L7/L12 (P1/P2)	22	-7.07143	91.8843	6	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU bacterial	LSU ribosomal protein L9p	34	-6.70833	93.5308	8	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU eukaryotic and archaeal	LSU ribosomal protein L17e (L22p)	1	-10	90.62	1	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU eukaryotic and archaeal	LSU ribosomal protein L18e	1	-6	81.25	1	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU eukaryotic and archaeal	LSU ribosomal protein L27Ae (L15p)	1	-2	76	1	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU eukaryotic and archaeal	LSU ribosomal protein L31e	1	-5	75.86	1	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU eukaryotic and archaeal	LSU ribosomal protein L34e	1	-12	86.49	1	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU eukaryotic and archaeal	LSU ribosomal protein L8e (L2p)	2	-10	91.18	1	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU eukaryotic and archaeal	LSU ribosomal protein L9e (L6p)	1	-11	91.43	1	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome LSU mitochondrial	LSU ribosomal protein L2p (L8e), mitochondrial	1	3	84.62	1	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome SSU bacterial	SSU ribosomal protein S10p (S20e)	12	-7.5	100	3	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome SSU bacterial	SSU ribosomal protein S11p (S14e)	16	-8.53333	94.5127	7	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome SSU bacterial	SSU ribosomal protein S12p (S23e)	14	-9.9	95.716	4	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome SSU bacterial	SSU ribosomal protein S13p (S18e)	27	-7.5	94.261	6	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome SSU bacterial	SSU ribosomal protein S14p (S29e)	24	-7.14286	95.265	3	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome SSU bacterial	SSU ribosomal protein S15p (S13e)	16	-9.33333	94.6278	4	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome SSU bacterial	SSU ribosomal protein S16p	20	-8.71429	93.0029	4	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome SSU bacterial	SSU ribosomal protein S17p (S11e)	5	-10	91.515	3	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome SSU bacterial	SSU ribosomal protein S18p	12	-6.42857	97.2786	3	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome SSU bacterial	SSU ribosomal protein S19p (S15e)	6	-6.33333	100	3	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome SSU bacterial	SSU ribosomal protein S1p	103	-9.67105	97.1757	10	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome SSU bacterial	SSU ribosomal protein S20p	16	-6.84615	97.4438	2	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome SSU bacterial	SSU ribosomal protein S21p	17	-6.77778	100	3	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome SSU bacterial	SSU ribosomal protein S2p (SAe)	46	-8.4	95.2377	7	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome SSU bacterial	SSU ribosomal protein S3p (S3e)	61	-9.08333	94.4375	12	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome SSU bacterial	SSU ribosomal protein S4p (S9e)	39	-8.93548	94.8516	9	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome SSU bacterial	SSU ribosomal protein S5p (S2e)	30	-7.58333	93.0963	8	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome SSU bacterial	SSU ribosomal protein S6p	25	-9	94.6756	4	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome SSU bacterial	SSU ribosomal protein S7p (S5e)	26	-7.44444	96.9461	5	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome SSU bacterial	SSU ribosomal protein S8p (S15Ae)	26	-7.6	97.4295	4	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome SSU bacterial	SSU ribosomal protein S9p (S16e)	16	-9.28571	97.54	5	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome SSU eukaryotic and archaeal	SSU ribosomal protein S18e (S13p)	1	-7	87.88	1	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome SSU eukaryotic and archaeal	SSU ribosomal protein S3Ae	2	-6	86.845	2	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome SSU eukaryotic and archaeal	SSU ribosomal protein S9e (S4p)	1	-4	95.24	1	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome SSU eukaryotic and archaeal	SSU ribosomal protein SAe (S2p)	1	-11	100	1	
4441681.3	RNA Metabolism	RNA processing and modification	RNA 3&#39;-terminal phosphate cyclase	Protein RtcB	59	-8.45238	94.8981	5	
4441681.3	RNA Metabolism	RNA processing and modification	RNA 3&#39;-terminal phosphate cyclase	RNA 3&#39;-terminal phosphate cyclase (EC 6.5.1.4)	1	-2	80.95	1	
4441681.3	RNA Metabolism	RNA processing and modification	RNA methylation	23S rRNA (guanine-N-2-) -methyltransferase rlmL EC 2.1.1.-)	84	-9.5873	95.1322	1	
4441681.3	RNA Metabolism	RNA processing and modification	RNA methylation	23S rRNA (guanosine-2&#39;-O-) -methyltransferase rlmB (EC 2.1.1.-)	44	-7.28571	94.1989	6	
4441681.3	RNA Metabolism	RNA processing and modification	RNA methylation	23S rRNA (Uracil-5-) -methyltransferase RumA (EC 2.1.1.-)	91	-7.88462	90.9654	9	
4441681.3	RNA Metabolism	RNA processing and modification	RNA methylation	Dimethyladenosine transferase (EC 2.1.1.-)	33	-5.93333	87.472	7	
4441681.3	RNA Metabolism	RNA processing and modification	RNA methylation	FIG011178: rRNA methylase	1	3	80	1	
