Feature ID	score	A	B	T	idQM	idQA	idQB	idAB	idQT	LY	LN	LA	RY	RN	RA	div	YN
4362875;size=1	0.1378	250693;size=12	4454012;size=4	250693;size=12	88.5	88.1	75.7	74.1	88.1	32	1	7	13	12	8	0.4	N
4363210;size=1	0.0461	252665;size=2	4409932;size=2	4409932;size=2	93.6	91.0	91.5	88.9	91.5	7	2	5	10	4	4	2.1	N
4364181;size=1	0.0628	1075898;size=2	268366;size=5	1075898;size=2	95.0	94.6	81.7	80.4	94.6	36	4	8	1	0	0	0.4	N
4365372;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4366043;size=1	0.0187	1109016;size=31	1106212;size=3	1106212;size=3	89.5	88.2	88.7	95.0	88.7	2	0	0	6	3	22	0.8	N
4368270;size=1	0.1108	178053;size=3	1908796;size=2	1908796;size=2	98.3	94.9	96.2	92.0	96.2	6	1	0	10	2	1	2.1	N
4368819;size=1	0.036	2309099;size=2	3998350;size=2	2309099;size=2	82.1	80.9	75.7	74.0	80.9	21	6	15	13	10	11	1.3	N
4369470;size=1	0.0348	4297488;size=5	3587032;size=2	4297488;size=5	88.9	87.2	86.8	92.6	87.2	9	4	17	4	0	6	1.6	N
4369503;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4369507;size=1	0.5659	4400713;size=3	2152199;size=8	4400713;size=3	87.7	81.1	79.4	80.2	81.1	20	0	26	16	0	4	6.6	Y
4370140;size=1	0.6262	222675;size=4	294946;size=4	222675;size=4	94.4	90.7	81.0	77.8	90.7	36	3	11	9	0	0	3.6	Y
4370506;size=1	0.3173	151986;size=2	137941;size=2	137941;size=2	93.9	86.5	89.8	85.3	89.8	10	0	9	20	2	4	4.1	Y
4372004;size=1	0.0226	4320262;size=2	640625;size=2	640625;size=2	94.0	90.6	93.6	94.5	93.6	1	0	2	9	1	11	0.4	N
4372421;size=1	0.1605	230108;size=2	1908796;size=2	1908796;size=2	92.5	86.0	86.4	79.4	86.4	17	3	0	20	5	9	6.1	N
4372447;size=1	0.032	1137597;size=3	2152199;size=8	1137597;size=3	90.5	90.0	83.0	80.9	90.0	27	9	10	4	3	1	0.4	N
4373488;size=1	2.8409	242301;size=5	217328;size=2	217328;size=2	99.2	81.9	95.1	78.2	95.1	10	0	0	42	0	2	4.1	Y
4373623;size=1	0.2053	873968;size=4	217586;size=6	873968;size=4	92.4	89.1	79.8	76.9	89.1	36	6	6	9	1	5	3.4	N
4375037;size=1	1.3473	592723;size=3	618396;size=6	592723;size=3	97.9	92.1	83.3	77.0	92.1	35	0	1	17	3	1	5.9	Y
4375110;size=1	0.0929	2505304;size=8	3453863;size=3	2505304;size=8	90.0	88.0	84.7	87.1	88.0	17	4	17	5	0	4	2.0	N
4375287;size=1	0.0208	240142;size=4	1105523;size=8	240142;size=4	96.2	95.3	95.3	94.9	95.3	6	4	4	2	0	1	0.8	N
4375290;size=1	0.0521	673712;size=3	217325;size=4	673712;size=3	91.1	90.3	84.2	83.8	90.3	24	7	15	2	0	0	0.8	N
4377104;size=1	0.2533	999357;size=3	784521;size=2	999357;size=3	98.7	97.5	92.1	90.4	97.5	16	0	0	5	2	1	1.3	N
4377277;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4377315;size=1	0.0781	242790;size=3	220055;size=3	242790;size=3	90.9	86.4	84.7	76.9	86.4	23	8	4	17	6	4	4.5	N
4377351;size=1	0.1613	1037039;size=4	4024825;size=3	4024825;size=3	84.3	78.8	79.2	76.3	79.2	12	0	3	26	13	21	5.1	N
4377645;size=1	0.0574	893238;size=3	737918;size=2	737918;size=2	93.2	91.1	91.5	89.4	91.5	4	0	0	10	5	11	1.7	N
4378940;size=1	0.0377	748070;size=2	4398254;size=3	748070;size=2	98.7	98.3	96.2	97.0	98.3	6	0	3	1	0	0	0.4	N
4379704;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4379913;size=1	0.0368	340913;size=12	4409533;size=206	4409533;size=206	90.3	88.2	88.7	89.5	88.7	10	6	8	5	0	9	1.7	N
4380620;size=1	0.0289	731671;size=8	4436113;size=5	731671;size=8	92.9	92.4	85.7	82.8	92.4	27	10	6	2	1	0	0.4	N
4380649;size=1	0.0405	1106748;size=3	220256;size=3	1106748;size=3	71.6	71.2	65.8	74.5	71.2	15	1	14	14	13	41	0.4	N
4380751;size=1	0.0503	816501;size=2	533522;size=2	816501;size=2	96.0	95.6	93.5	92.7	95.6	6	0	2	6	5	3	0.4	N
4380897;size=1	0.0477	588194;size=4	4332442;size=5	4332442;size=5	93.1	89.7	92.2	94.4	92.2	3	1	0	8	0	15	0.9	N
4381363;size=1	0.0387	1077743;size=4	1109735;size=3	1109735;size=3	97.2	93.9	96.8	94.7	96.8	2	1	0	9	1	5	0.4	N
4381620;size=1	0.1036	1106524;size=36	2504868;size=2	1106524;size=36	97.2	94.8	94.8	90.7	94.8	6	0	1	11	5	1	2.4	N
4381842;size=1	0.3545	4315717;size=5	4332442;size=5	4315717;size=5	91.8	84.4	77.5	70.1	84.4	39	4	6	22	4	6	7.4	Y
4382176;size=1	0.2522	1130910;size=5	535450;size=3	1130910;size=5	90.8	87.0	82.4	78.2	87.0	28	8	14	9	0	0	3.8	N
4382850;size=1	0.0265	2229326;size=4	4386966;size=2	2229326;size=4	84.4	84.0	83.1	81.5	84.0	3	0	1	18	17	20	0.4	N
4383658;size=1	0.0693	2340596;size=2	236255;size=185	2340596;size=2	93.7	93.3	84.5	84.1	93.3	24	2	11	3	2	0	0.4	N
4384895;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4385100;size=1	0.166	219080;size=3	4320436;size=4	219080;size=3	97.5	96.7	91.3	92.1	96.7	15	0	0	3	1	5	0.8	N
4385104;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4385106;size=1	0.0555	207151;size=2	3755710;size=12	207151;size=2	89.5	87.9	85.8	83.4	87.9	18	9	15	4	0	2	1.6	N
4385107;size=1	0.0973	240142;size=4	4385105;size=6	240142;size=4	93.1	91.1	89.0	89.0	91.1	11	1	0	7	2	14	2.0	N
4385116;size=1	0.2087	954745;size=82	1106212;size=3	954745;size=82	93.7	91.6	86.6	89.1	91.6	17	0	5	7	2	8	2.1	N
4385117;size=1	0.0195	801050;size=3	668801;size=5	668801;size=5	84.1	82.1	83.3	94.7	83.3	2	0	0	7	2	37	0.8	N
4385845;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4386592;size=1	0.0472	220101;size=174	821052;size=16	220101;size=174	91.4	90.1	85.2	79.4	90.1	30	15	3	3	0	3	1.2	N
4386675;size=1	0.1881	344575;size=9	248032;size=39	344575;size=9	99.2	97.5	96.2	95.4	97.5	7	0	1	4	0	1	1.7	N
4387631;size=1	0.0433	591364;size=12	1115527;size=3	1115527;size=3	91.2	77.1	90.8	74.6	90.8	2	1	0	45	11	9	0.4	N
4388003;size=1	0.0449	225503;size=10	807217;size=4	225503;size=10	93.2	92.7	89.7	89.7	92.7	9	1	2	7	6	7	0.4	N
4388404;size=1	0.0797	206149;size=2	673176;size=3	206149;size=2	93.6	92.7	87.6	85.8	92.7	15	1	5	8	6	3	0.9	N
4388406;size=1	0.0105	582679;size=4	155243;size=32	155243;size=32	88.2	86.6	87.8	94.3	87.8	1	0	0	8	4	25	0.4	N
4388426;size=1	0.0504	648644;size=2	4298129;size=7	4298129;size=7	95.1	90.2	94.3	90.7	94.3	3	1	3	15	3	5	0.8	N
4388913;size=1	1.801	512689;size=7	2152199;size=8	512689;size=7	98.4	95.1	82.3	79.8	95.1	39	0	1	8	0	3	3.3	Y
4389013;size=1	0.0847	1112726;size=11	4457838;size=7	4457838;size=7	95.5	80.0	95.1	79.2	95.1	1	0	0	41	3	8	0.4	N
4389128;size=1	0.0547	251073;size=3	225138;size=2	251073;size=3	85.4	82.5	80.8	79.2	82.5	20	9	19	9	2	5	2.9	N
4389197;size=1	0.0534	1089456;size=2	150977;size=4	1089456;size=2	86.3	84.2	81.7	81.3	84.2	21	10	20	6	1	2	2.1	N
4389227;size=1	0.9036	4369698;size=7	625385;size=113	4369698;size=7	96.7	91.9	86.2	82.1	91.9	28	2	6	12	0	0	4.9	Y
4389228;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4389409;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4389691;size=1	0.0292	552820;size=3	227534;size=3	227534;size=3	88.3	86.2	87.0	93.1	87.0	3	0	3	9	4	22	1.2	N
4389744;size=1	0.0424	1116147;size=2	590693;size=4	1116147;size=2	95.8	94.9	92.0	89.9	94.9	15	6	4	2	0	0	0.8	N
4389775;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4389969;size=1	0.0286	1104766;size=2	343837;size=5	1104766;size=2	97.5	96.6	96.2	95.3	96.6	5	2	4	2	0	0	0.8	N
4390251;size=1	0.0391	4024825;size=3	528941;size=3	528941;size=3	84.7	82.2	83.5	79.7	83.5	16	13	20	7	1	2	1.3	N
4391176;size=1	0.306	762252;size=7	2340593;size=12	762252;size=7	95.1	93.5	78.8	76.7	93.5	41	1	4	8	4	3	1.6	Y
4391563;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4391684;size=1	0.0365	152533;size=5	4458445;size=2	152533;size=5	93.5	93.1	87.9	85.8	93.1	19	5	8	4	3	0	0.4	N
4392856;size=1	0.0288	1109432;size=2	1086621;size=3	1109432;size=2	91.2	90.8	86.6	81.2	90.8	18	7	3	8	7	4	0.4	N
4393218;size=1	0.06	151071;size=55	1500417;size=4	151071;size=55	93.7	91.1	91.1	90.7	91.1	8	2	4	8	2	7	2.5	N
4393663;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4393664;size=1	0.1278	254143;size=16	253724;size=2	254143;size=16	92.3	91.5	79.8	78.9	91.5	33	2	5	9	7	5	0.8	N
4395130;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4395620;size=1	0.0706	2309099;size=2	4340447;size=3	2309099;size=2	96.2	95.8	90.4	91.2	95.8	15	1	0	3	2	6	0.4	N
4395652;size=1	0.0164	252704;size=2	2556229;size=3	252704;size=2	91.8	91.4	88.5	89.3	91.4	16	8	12	1	0	0	0.4	N
4395800;size=1	0.0814	949733;size=2	804830;size=2	804830;size=2	89.4	80.4	87.8	78.4	87.8	5	1	0	31	9	16	1.6	N
4396041;size=1	0.3185	2505304;size=8	4105145;size=4	2505304;size=8	88.7	82.3	79.4	72.6	82.3	24	1	2	22	6	19	6.5	Y
4396216;size=1	0.0872	587754;size=8	565567;size=8	587754;size=8	95.3	94.0	91.4	93.5	94.0	10	1	9	3	0	1	1.3	N
4396371;size=1	0.0038	13180;size=11	207437;size=4	13180;size=11	94.9	94.5	94.5	99.2	94.5	1	0	0	1	0	12	0.4	N
4397630;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4397990;size=1	0.0113	90773;size=10	220798;size=22	220798;size=22	93.1	92.3	92.7	96.8	92.7	3	2	13	2	0	2	0.4	N
4398988;size=1	1.59	151071;size=55	534805;size=2	534805;size=2	98.3	82.3	92.8	76.8	92.8	13	0	0	40	2	2	5.5	Y
4400037;size=1	0.3653	831859;size=3	343837;size=5	831859;size=3	93.9	85.8	85.0	76.8	85.8	25	3	3	23	3	6	8.1	Y
4400134;size=1	0.1484	556561;size=2	4364157;size=4	4364157;size=4	95.1	84.4	94.2	84.0	94.2	5	3	4	27	1	4	0.8	N
4400658;size=1	0.1921	512211;size=4	258178;size=2	512211;size=4	94.5	93.2	79.1	78.7	93.2	40	4	8	3	0	1	1.3	N
4400712;size=1	0.1084	238979;size=2	1142462;size=53	1142462;size=53	85.8	71.5	84.1	73.2	84.1	8	4	5	38	3	23	1.6	N
4400905;size=1	0.0259	4324867;size=3	102361;size=2	102361;size=2	88.2	81.7	87.8	84.7	87.8	3	2	7	21	6	12	0.4	N
4401488;size=1	0.1413	3755710;size=12	151986;size=2	3755710;size=12	93.0	92.2	74.6	75.8	92.2	50	5	12	2	0	0	0.8	N
4401699;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4402800;size=1	0.0312	909520;size=17	824904;size=9	824904;size=9	89.5	88.3	88.7	86.2	88.7	14	12	13	3	0	0	0.8	N
4403177;size=1	0.5413	364101;size=4	214423;size=2	214423;size=2	95.4	85.4	92.1	85.0	92.1	9	1	4	24	0	6	3.3	Y
4403263;size=1	0.0704	4386468;size=5	208771;size=6	208771;size=6	90.8	86.1	86.6	81.1	86.6	18	8	6	15	4	4	4.2	N
4405240;size=1	0.0512	2471809;size=2	101310;size=2	2471809;size=2	90.6	88.1	87.3	88.5	88.1	11	3	3	10	4	13	2.5	N
4405284;size=1	0.0462	847644;size=4	940630;size=3	847644;size=4	90.7	89.9	84.1	83.7	89.9	19	4	5	6	4	8	0.9	N
4405723;size=1	0.0567	4332539;size=2	207151;size=2	207151;size=2	88.5	83.8	86.8	85.5	86.8	9	5	8	12	1	13	1.7	N
4406289;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4406943;size=1	0.0322	832287;size=39	1105075;size=5	832287;size=39	78.9	78.5	73.7	80.2	78.5	15	2	18	11	10	22	0.4	N
4406985;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4407219;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4407333;size=1	0.1157	247487;size=2	214259;size=2	214259;size=2	93.5	86.2	91.1	84.6	91.1	7	1	6	23	5	4	2.4	N
4407334;size=1	0.0538	224072;size=2	247867;size=2	247867;size=2	91.1	86.9	89.8	91.1	89.8	4	1	1	12	2	17	1.3	N
4407824;size=1	0.0566	1112700;size=4	153239;size=5	153239;size=5	93.1	91.0	91.4	91.0	91.4	9	5	9	5	0	2	1.7	N
4408112;size=1	0.731	588740;size=2	2319607;size=5	588740;size=2	96.6	91.5	82.2	77.5	91.5	36	2	3	13	1	2	5.1	Y
4408164;size=1	0.0787	529786;size=2	2152199;size=8	2152199;size=8	87.6	80.6	84.7	80.6	84.7	11	4	12	21	4	10	2.9	N
4408659;size=1	0.0296	1782491;size=8	4339431;size=4	1782491;size=8	90.0	88.7	87.4	88.7	88.7	8	2	12	8	5	4	1.3	N
4408749;size=1	0.5934	4375011;size=11	206149;size=2	4375011;size=11	95.0	90.0	84.5	82.0	90.0	26	1	1	13	1	9	5.0	Y
4409186;size=1	0.0139	221801;size=3	227170;size=10	227170;size=10	89.4	88.2	89.0	95.5	89.0	4	3	18	3	0	5	0.4	N
4409236;size=1	1.1076	949733;size=2	238849;size=8	949733;size=2	95.3	87.7	84.7	77.9	87.7	25	0	2	20	2	7	7.7	Y
4409240;size=1	0.1309	326414;size=2	640625;size=2	326414;size=2	92.2	89.2	86.2	81.0	89.2	24	10	6	7	0	2	3.0	N
4409440;size=1	0.0415	4020968;size=3	581998;size=6	581998;size=6	91.6	87.4	90.3	85.7	90.3	9	6	8	14	4	2	1.3	N
4409593;size=1	0.0769	554773;size=9	1863166;size=2	1863166;size=2	82.1	74.4	78.9	71.1	78.9	9	1	6	36	17	20	3.3	N
4410103;size=1	0.0775	236371;size=24	590693;size=4	590693;size=4	94.9	83.5	94.5	82.3	94.5	3	2	1	30	3	6	0.4	N
4410581;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4411161;size=1	0.0354	1115351;size=2	247956;size=7	1115351;size=2	88.1	86.8	83.0	82.1	86.8	19	7	13	6	3	5	1.3	N
4413241;size=1	0.0198	1106162;size=2	220256;size=3	1106162;size=2	84.9	84.5	80.8	79.9	84.5	19	9	14	6	5	8	0.4	N
4414336;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4414474;size=1	0.1461	217586;size=6	4381595;size=2	4381595;size=2	98.7	95.3	97.0	94.0	97.0	4	0	1	9	1	1	1.7	N
4414653;size=1	0.0123	3608294;size=2	1021984;size=2	1021984;size=2	88.9	87.2	88.5	96.2	88.5	3	2	5	4	0	19	0.4	N
4414706;size=1	0.0833	822154;size=5	217710;size=15	217710;size=15	94.1	90.3	91.5	88.1	91.5	7	1	3	13	4	6	2.5	N
4414711;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4414731;size=1	0.266	518263;size=2	801050;size=3	518263;size=2	90.6	85.3	83.3	76.3	85.3	31	13	9	13	0	1	5.3	N
4415048;size=1	0.061	806023;size=2	366996;size=3	366996;size=3	83.8	78.2	80.3	78.2	80.3	11	3	3	21	8	24	3.4	N
4415463;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4415467;size=1	0.0208	443417;size=3	2887060;size=3	443417;size=3	87.3	86.9	79.2	75.4	86.9	34	15	15	1	0	0	0.4	N
4415900;size=1	0.1364	4372469;size=3	958660;size=5	4372469;size=3	89.6	87.5	82.1	85.8	87.5	21	3	19	5	0	3	2.1	N
4416961;size=1	0.073	224072;size=2	247867;size=2	224072;size=2	97.0	95.3	93.6	91.5	95.3	10	2	0	6	2	3	1.7	N
4416963;size=1	0.0619	4404013;size=2	4483987;size=2	4404013;size=2	90.9	90.5	70.4	68.3	90.5	57	7	15	1	0	0	0.4	N
4416972;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4416973;size=1	0.1025	562089;size=3	854368;size=2	854368;size=2	93.6	84.3	92.4	83.9	92.4	3	0	1	28	6	8	1.3	N
4417060;size=1	0.0621	214791;size=2	267573;size=2	214791;size=2	93.7	92.4	91.0	92.4	92.4	6	0	2	7	4	8	1.3	N
4417092;size=1	0.0363	579546;size=4	569459;size=2	579546;size=4	84.5	81.9	79.3	73.3	81.9	22	10	5	14	8	13	2.6	N
4417093;size=1	0.0978	4402183;size=2	835419;size=2	4402183;size=2	89.0	86.4	79.7	72.5	86.4	36	14	11	7	1	0	2.5	N
4417169;size=1	0.0452	885942;size=3	911146;size=3	885942;size=3	82.4	79.4	78.5	77.3	79.4	11	2	10	19	12	17	3.0	N
4417599;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4418005;size=1	0.2288	3469751;size=5	220256;size=3	3469751;size=5	95.9	94.2	89.3	87.2	94.2	16	0	0	9	5	5	1.6	N
4418043;size=1	0.0392	570520;size=10	573494;size=3	573494;size=3	94.7	92.6	93.0	90.6	93.0	6	2	4	8	3	4	1.6	N
4418115;size=1	0.1234	4326623;size=25	366996;size=3	366996;size=3	84.8	75.1	82.3	75.5	82.3	6	0	4	31	8	24	2.5	N
4418274;size=1	0.0409	2733656;size=8	807622;size=9	2733656;size=8	96.7	95.9	94.7	95.9	95.9	6	1	7	2	0	0	0.8	N
4418382;size=1	0.0793	4380402;size=4	251133;size=21	4380402;size=4	96.6	95.3	92.8	92.4	95.3	10	1	1	5	2	4	1.3	N
4418477;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4419009;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4419659;size=1	0.1372	252704;size=2	1059942;size=3	252704;size=2	85.0	81.8	72.9	73.7	81.8	36	6	19	9	1	11	3.2	N
4419763;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4420088;size=1	0.0224	256950;size=4	4479369;size=6	256950;size=4	84.2	82.6	81.8	78.1	82.6	16	10	15	10	6	8	1.6	N
4420808;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4421007;size=1	0.1541	218456;size=5	633591;size=2	633591;size=2	94.5	84.7	93.2	85.1	93.2	3	0	0	26	3	10	1.3	N
4421202;size=1	0.0525	822613;size=5	4348929;size=6	4348929;size=6	78.5	75.3	75.7	70.9	75.7	26	19	29	9	1	4	2.8	N
4421771;size=1	0.0535	812560;size=3	160457;size=43	160457;size=43	86.6	80.6	84.2	77.3	84.2	15	9	10	20	5	9	2.4	N
4422127;size=1	0.0392	4105145;size=4	241301;size=3	4105145;size=4	90.7	89.9	85.0	84.2	89.9	23	9	13	2	0	1	0.8	N
442264;size=1	0.1054	693971;size=3	142472;size=2	693971;size=3	95.1	91.5	90.7	85.4	91.5	14	3	3	13	4	2	3.7	N
4422734;size=1	0.0505	2505304;size=8	204335;size=2	204335;size=2	94.3	88.7	93.5	87.9	93.5	2	0	0	21	7	7	0.8	N
4422809;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4423765;size=1	0.6188	920483;size=2	750096;size=2	920483;size=2	94.2	86.4	82.6	74.4	86.4	32	4	8	20	1	1	7.9	Y
4425425;size=1	0.0281	815154;size=5	3755710;size=12	815154;size=5	95.1	94.7	92.3	95.1	94.7	8	1	9	2	1	1	0.4	N
4425434;size=1	1.1812	821840;size=2	640625;size=2	821840;size=2	96.0	91.9	83.5	82.3	91.9	31	0	5	10	0	5	4.0	Y
4425473;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4426265;size=1	0.0555	4106305;size=2	2400243;size=2	2400243;size=2	85.5	78.2	83.3	76.1	83.3	11	6	17	22	5	6	2.1	N
4426289;size=1	0.0269	248034;size=2	594023;size=3	248034;size=2	93.9	93.5	90.3	95.1	93.5	10	1	14	1	0	0	0.4	N
4427083;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4427404;size=1	0.1134	562919;size=2	216349;size=2	216349;size=2	94.8	89.7	91.4	86.2	91.4	11	3	5	15	3	1	3.4	N
4427514;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4428252;size=1	0.0527	138506;size=10	4105145;size=4	4105145;size=4	89.7	83.8	88.0	82.9	88.0	6	2	3	21	7	12	1.7	N
4428777;size=1	0.08	241718;size=3	249741;size=14	241718;size=3	90.5	89.7	76.4	76.4	89.7	39	5	11	5	3	4	0.8	N
4429102;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4429987;size=1	0.1911	824349;size=2	142472;size=2	142472;size=2	97.5	86.4	96.7	87.2	96.7	2	0	2	28	1	3	0.8	N
4430316;size=1	0.1374	1112326;size=7	4139697;size=5	1112326;size=7	97.4	95.7	94.0	93.2	95.7	8	0	0	6	2	4	1.7	N
4431016;size=1	2.6215	547608;size=22	238445;size=3	547608;size=22	97.5	92.2	75.8	71.3	92.2	53	0	1	14	1	4	5.3	Y
4431304;size=1	0.0433	1111086;size=3	841927;size=29	1111086;size=3	93.1	91.9	91.5	90.7	91.9	4	0	1	11	8	8	1.2	N
4431530;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4431598;size=1	0.0388	3453863;size=3	112955;size=3	112955;size=3	91.5	88.2	90.7	95.1	90.7	3	1	2	8	0	18	0.8	N
4431803;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4431896;size=1	0.0217	4436113;size=5	833313;size=3	4436113;size=5	89.3	88.8	81.4	79.8	88.8	30	11	14	1	0	1	0.4	N
4432467;size=1	0.0646	1688707;size=5	142880;size=4	1688707;size=5	91.1	86.8	86.8	80.0	86.8	19	9	4	14	4	4	4.3	N
4432667;size=1	0.0185	750096;size=2	251129;size=2	750096;size=2	89.3	88.1	88.1	96.7	88.1	3	0	3	3	0	23	1.2	N
4433075;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4433172;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4433460;size=1	0.1561	1782491;size=8	970732;size=4	1782491;size=8	90.6	87.6	83.7	82.0	87.6	24	8	13	7	0	1	3.0	N
4434723;size=1	0.0888	1053077;size=4	717641;size=2	717641;size=2	98.3	95.3	96.2	91.5	96.2	6	1	0	10	3	0	2.1	N
4435291;size=1	0.0507	195316;size=3	817787;size=2	817787;size=2	96.0	94.3	94.7	96.0	94.7	4	1	9	4	0	0	1.2	N
4435463;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4435488;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4435515;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4435522;size=1	0.0171	4439654;size=6	4399405;size=12	4439654;size=6	92.8	91.9	91.5	95.7	91.9	4	1	4	3	1	11	0.9	N
4436318;size=1	1.3867	251133;size=21	641612;size=3	641612;size=3	97.5	83.0	90.0	74.7	90.0	18	0	0	39	4	2	7.5	Y
4436944;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4436954;size=1	0.1533	1035792;size=2	1120864;size=2	1035792;size=2	94.0	89.8	86.4	79.6	89.8	24	6	3	12	2	3	4.3	N
4437171;size=1	0.0411	247867;size=2	224072;size=2	224072;size=2	91.9	89.8	90.6	91.1	90.6	3	0	0	10	5	14	1.3	N
4437283;size=1	0.1866	1116147;size=2	4386966;size=2	1116147;size=2	90.3	87.8	79.3	81.0	87.8	27	1	8	10	4	10	2.5	N
4437410;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4437492;size=1	0.0222	2505304;size=8	1049397;size=6	2505304;size=8	86.8	86.4	77.0	75.7	86.4	38	14	17	1	0	1	0.4	N
4437585;size=1	0.0605	2881872;size=6	367313;size=7	367313;size=7	99.6	94.5	99.1	93.6	99.1	1	0	0	13	1	0	0.4	N
4437936;size=1	0.0475	343296;size=4	1105235;size=6	343296;size=4	95.9	93.9	93.9	90.2	93.9	7	2	0	10	5	3	2.0	N
4438361;size=1	0.1464	1978301;size=6	737918;size=2	737918;size=2	99.6	95.3	98.7	94.9	98.7	2	0	0	10	0	1	0.8	N
4438992;size=1	0.6177	104669;size=2	13180;size=11	104669;size=2	93.7	87.0	78.2	70.3	87.0	42	5	9	17	1	0	6.7	Y
4439135;size=1	0.0619	547608;size=22	332361;size=9	547608;size=22	81.6	79.5	78.7	77.9	79.5	7	0	3	19	14	28	2.0	N
4439375;size=1	0.2373	4457838;size=7	1118978;size=2	4457838;size=7	94.6	93.4	81.3	79.3	93.4	33	1	0	9	6	6	1.2	N
4440176;size=1	0.0276	326414;size=2	819185;size=2	819185;size=2	90.6	87.2	90.2	91.9	90.2	3	2	15	9	1	4	0.4	N
4440517;size=1	0.3598	4320436;size=4	567134;size=24	567134;size=24	86.6	78.9	81.0	80.6	81.0	13	0	1	21	3	27	5.6	Y
4440612;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4440615;size=1	0.062	3382083;size=2	4069762;size=4	3382083;size=2	79.0	76.1	75.7	76.1	76.1	9	1	0	22	15	35	2.9	N
4440616;size=1	0.0312	4382004;size=3	152086;size=3	152086;size=3	92.1	89.7	90.5	86.0	90.5	8	4	7	12	6	2	1.7	N
4441781;size=1	0.4398	4315717;size=5	2261663;size=31	4315717;size=5	93.0	86.4	79.8	72.8	86.4	34	2	3	20	4	8	6.6	Y
4442043;size=1	0.0136	219080;size=3	148147;size=4	219080;size=3	87.2	86.3	85.9	91.0	86.3	5	2	15	6	4	9	0.9	N
4442146;size=1	1.7935	1144696;size=34	809024;size=3	1144696;size=34	97.1	89.4	79.6	70.6	89.4	43	0	1	23	4	2	7.8	Y
4442147;size=1	0.1255	227170;size=10	1106524;size=36	1106524;size=36	98.0	94.3	96.7	94.3	96.7	4	1	1	9	0	3	1.2	N
4442662;size=1	0.0514	4386966;size=2	4372469;size=3	4386966;size=2	90.5	89.2	87.6	83.0	89.2	8	1	1	16	13	8	1.2	N
